text,term.freq
wolsoley'a,1
contingent,9
agent,44
neightiorhood,1
egyptian,2
campaign,31
currently,4
ru-week,1
straightening,1
mored,1
interesting,58
neighbors...the,1
overflowed,1
matrimonial,1
appraisers,1
ages,10
contracting,3
parties,20
neighborhood,6
days...john,1
sweet,11
leap,2
eeq,1
m.p,7
properly,20
proposal,11
trip,27
rockies,4
withhold,1
names,36
fear,14
spoiling,2
coulosige,1
se*pt,44
jfc,1
watchman,1
match,11
tahcbid,1
discredit,1
small,99
satell,1
chimney,1
dement,1
vent,8
pin,3
covets,1
oonnectlsn,1
hailing,2
haturdar,1
euzamer,1
mouth,12
portland,10
erory,1
thar,1
l*y,1
mon,22
household,10
tub,2
pbioi,1
moau,1
refunded,4
ihe,13
preebyterlaa,1
mod,8
washer,2
bleacher,2
offers,46
valuable,40
labor,57
saving,28
machine,30
substantial,29
enduring,5
tria,1
totify,1
offie,1
provinces,96
urioandquebte,1
chargee,3
bend,7
oil,84
dart,1
lo-t,54
emigrants,4
contracts,14
lines,66
lived,17
thoroughly,28
surveyed,2
located,17
enjoy,25
delights,4
blame,6
approved,32
european,25
civilization,11
deem,3
giving,43
centre,20
find,87
brief,10
x'rior,1
terests,1
almn,1
terminus,11
ma.in,38
abiding,3
transient,1
otter,10
trathe,1
decided,40
penates,1
north-west,20
shortest,6
discharge,4
sea,43
board,105
hjxmt,1
portions,5
lives,36
takink,1
prairies,15
opened,42
mountains,25
entertain,3
aftci,1
safely,5
com,89
oople,1
pleted,3
fabre*s,1
pleas,1
anada,7
pay,105
sentimental,1
ultimately,7
property,42
frenchmen,2
tlu,3
instruction,24
toad,1
politically,2
pressing,6
t.ie,32
ccssity,1
commercially,5
wry,3
denying,1
existence,15
backs,9
earthly,1
paradise,2
regions,13
exist,15
poet,6
imagination,5
lÂ»ut,1
manifold,1
defects,5
insuperable,2
industry,139
instance,19
manitoba,42
speak,22
expanse,4
stretching,5
shores,14
separated,5
older,20
dis,21
tanws,1
extreme-complained,1
aittiiiilt,1
tedious,2
thanks,17
tapper's,1
spirit,27
laved,2
commencement,3
circumstances,17
opportunely,1
turned,36
sr'iisrsasr.'Â«i,1
tional,4
pushed,3
tending,9
sell,61
cheaper,10
cheap-through,1
expense,17
leading,130
educationalists,1
eet,3
room,26
f:ill,9
burden,13
pecuniarily,1
discussions,8
absolute,5
profit,20
consequence,14
promises,18
view,72
unusually,10
france:canada,28
compensate,4
failure,21
ear,21
original,24
terms,50
kdng,1
misrepresented,2
r.ot,5
frici,1
beducsd,1
tt-the,1
model,15
machlha,1
cheap,21
trial,30
testify,5
office,147
tnrio,1
circulais,1
feel,41
ountry,2
stat,2
