text,term.freq
military,6
authorit,1
question,4
transit,1
acting,1
a*i,1
vice,1
declined,1
liecauae,1
believed,3
knglisli,1
end,18
holding,1
command,1
passageway,1
quickly,6
pour,10
ujh.ii,1
thou-hands,1
fngland,1
vadlng,1
capturing,1
island,8
exnosing,1
thenmlves,1
risk,1
meeting,4
english,13
vessels,1
coming,3
source,2
project,1
hridgv,1
eeii,1
advanced,4
take,15
cost,12
construction,1
times,10
painting,1
preliably,1
larger,3
maintaining,1
iimler,1
tl\e,1
conditions,6
continued,2
teriii,1
usefulness,1
lie,3
bettered,1
guns,5
armor-clad,1
vessel,1
knglish,1
structure,2
captured,1
canada:united,5
germany,16
stands,3
compared,2
britain,12
deaths,3
accidents,1
railways,3
cars,3
steamboats,1
vehicles,2
numbered,1
fifty-four,1
preparation,2
pierce,1
favorite,1
witn,1
popular,4
approval,1
distance,1
scription,1
want,5
nasal,1
lialm,1
acknowledged,1
iwinc,1
world,17
famed,1
remedy,4
cold,4
doubt,4
catarrh,2
medicine,2
womanhood,1
affords,1
striking,2
instance,2
bridged,1
peril,1
wrong,3
ous,1
casings,1
servant,1
drank,1
singula,1
incident,1
arising,1
deeply,2
slept,1
perambu,1
oent,1
evere,1
weather,3
reported,3
lated,1
untimely,1
hours,2
rom,1
rsetshire,1
birds,3
tine,1
rambling,1
locally,1
fieldfares,1
quests,1
neyh,1
perils,1
waters,2
kurils,1
angry,1
tears,1
t-mlbss,1
life,11
comparatively,1
arrivals,2
attracted,1
bettor,1
expectations,1
highly,1
work,29
con,6
"r,,l,s",1
nection,1
fair,5
lud,1
maining,1
resi,1
wool,4
dents,1
thousands,47
nien,1
beans,1
families,6
declared,1
"qrt,el",1
pork,1
starving,2
bad,2
stay,1
hides,1
lbs,3
poorest,1
"b,t",1
accounts,1
newspa,1
chickens,1
nvr.n,1
plo,1
bro-iii,1
lew,1
cent,11
upwards,4
probable,2
legitimate,3
conservative,3
wild,1
cat,1
gambling,1
kantksi,1
ileal,1
estate,1
ivoans,1
fields,8
columbia,4
washing,2
ton,4
missouri,3
write,9
stating,2
class,5
inyost-ments,1
preferred,2
representing,2
west,13
kootenay,1
silver,1
columbia*american,1
western,11
consolidated,1
development,1
mining,4
companies,2
b.o,1
mar,1
bio,1
cave,3
address,4
"lynch,offices",1
spokane,1
wash,1
toronto,6
montreal,8
towns,4
pen,1
pilgrims,1
surrounded,2
tomb,2
patriarchs,1
bared,1
heads,1
crowd,1
vil,1
rear,1
noticed,3
relimits,1
error,1
widely,1
lagers,1
slow,3
process,2
photographing,1
spread,3
represents,2
japan,6
having,7
entered,4
arrival,2
thronged,1
vogue,2
ricans,1
movement,4
kuropean,1
civilization,2
pham,1
huston,1
llieulogic.il,1
accustomed,1
instantaneous,1
need,9
read,3
school,6
mounted,4
spoke,2
nervous,2
lone,3
exposure,1
perceive,1
animus,1
inspired,1
sentences,1
impressive,1
manner,3
plate,3
required,4
article,4
seen,7
tne,1
sink,1
photographer,1
took,5
trials,1
wore,2
joct,1
discredit,1
group,4
journeyed,1
satisfactory,2
result,9
obtained,3
protestant,2
missionaries,2
feel,2
inspiration,1
operating,5
int,2
hat,3
arose,1
spot,3
photographed,1
day's,16
england::it,1
baker,3
englishman,2
qualified,1
speak,3
egypt,5
gain,2
immensely,1
settled,4
occupation,1
permanent,3
asserts,1
compelled,1
name,7
evacuate,1
earlier,4
years,51
soudan,1
reconquered,1
developed,6
wonderful,1
resources,4
interior,2
obtain,1
cotton,2
wheat,3
regions,2
nile,2
tributaries,1
abyssinia,1
controlled,1
series,3
weirs,1
gateexhat,1
raise,3
thelevel,1
bury,1
cataracts,1
means,5
irrigation,3
waterless,1
unproductive,3
deserts,1
vast,4
surplus,2
annual,4
hoods,1
whieh,1
recklessly,1
waste,3
silting,1
shores,5
mediterranean,3
storage,1
powers,1
lower,3
prophecy,1
implies,1
wonoemd,1
progress,2
eiders,1
developments,1
past,13
dark,6
continent,5
fulfilment,1
improbable,1
taring,1
remarks,2
regarding,1
ber,2
peuple,1
county,10
relative,1
division,3
aud,5
anew,1
election,2
held.-carried,1
situation,5
deemed,1
servative,2
rank,3
sÂ«e,1
apologize,1
chairman,2
came,10
worker,1
candidate,1
given,5
support,2
mercier,4
unanimous,1
today,6
cer-bomething,1
speaker,2
felt,3
assured,1
deal,3
talnly,1
afu,1
email,1
held,7
shawville,2
co-operation,2
sacrifice,3
principles,1
lhat,1
wbat,1
liberal,2
friends,3
lick,1
grit,1
adversariea,1
explained,2
ridding,1
bring,5
electors,2
period,7
theboodlere,1
months,11
receiving,2
particular,2
merit,2
power,11
"candidate,in",1
telegrame,1
parta,1
possessed,1
crisis,2
oui,1
history,8
underfront,1
parties,2
reached,4
millions,11
standard-bearer,1
peo,3
roads,8
debt,1
peddle,1
propie,1
meant,1
realized,3
honest,4
gov,1
"around,france",1
important,5
ernment,1
return,5
band,1
ceived,1
lhsn,1
lhree,1
scoundrels,1
thieves,1
charge,7
forget,4
rule,2
onght,1
unite,1
province,11
whit,1
"done,but",1
enduring,1
mon,3
"d,reet",1
taxation,1
tand,1
pontiac,4
ument,1
rendered,1
exist,3
closed,1
mines,6
tax,2
elect,1
representative,2
vote,1
mercierism,1
bryson,1
cal,3
meea*e,1
vor,1
hones,1
government,18
willing,2
allow,1
umet,1
worlh,1
proposed,3
deny,1
fit#county,1
conserva,1
humbugged,1
sectional,1
appeals,2
poupore,1
"folly.,k",1
folly,1
mftn,1
defded,1
"h,m",1
thy,1
owing,4
believe,2
elector,1
give,11
ele,1
tore,1
considered,2
bort,1
robblngjuid,1
japan:japan,1
ancient,3
copper,1
mine,2
worked,1
reopened,1
musashi,1
ese,2
manuscripts,1
authenticity,1
mention,1
galleries,1
levels,1
esses,1
ktss:r,1
hand-clasp,1
england:france,1
fyle,1
testimonials,1
customers,3
scotland,6
oermay,1
countries,8
soap,2
use,16
ears,2
teraof,1
staa,1
ris,1
at-the,1
cheese,2
trade,13
aummin,1
tid,1
euch,1
preten.ions,1
usa::give,1
enjoyments,1
sake,1
invalid,1
voluntarily,1
sacrifiÃ©,1
matter,3
lauraine,1
etwynde,1
experienced,2
courier,1
set,7
travail,1
ing,5
easy,3
stages,5
arrived,4
warm,1
evening,3
quaint,2
erie-bach,1
belt,1
scholars,1
cco,1
users,2
non-smokers,1
highest,4
grade,1
exceptionally,3
brilliant,2
atudunti,1
compare,1
average,5
thou,2
refrain,1
tobacco,2
shows,2
surgical,1
reporter,1
fass,1
rasas,1
nrjs,1
offence,1
unpremediated,1
esui,1
attacks,1
land,12
sen,1
p/oduotion,1
gold,6
russia,5
trivial,1
soldier,4
halifax,6
output,2
great-frequently,1
deserters,1
sound,1
srar,1
heard,3
dayan,1
increased,8
improvement,3
teehnl-usually,1
riddance,1
convpdes,1
arms,2
manoeuvred,1
appliances,1
production,3
pre-whoso,1
record,7
spoiled,1
forts,1
entrandb,1
cious,1
metal,2
total,7
evitable,1
black,5
sheep,3
harbor,1
warships,1
puds,1
charitable,1
organizations,1
connor,1
o'dea,1
connected,1
meut,2
college,4
knew,7
organization,3
dealing,4
experts,2
penmanship,1
met,3
scores,2
cases,3
attribute,2
success,5
business,11
fire,6
admit,2
proficiency,1
attained,2
respect,2
incandescent,1
lampe,1
stage,2
directors,4
governor,1
powell,1
referring,2
grave,2
irregularities,1
late,4
cashier,1
sum,2
aside,1
bank's,1
losses,5
unonrs,1
advance,1
lpntim,1
february,3
ene,1
hund.rd,1
exports,3
nindv.tivp,1
hour,3
dock,2
imports,2
fowilot)iu,1
domicile,1
lab,1
tiibbom,1
ier,2
coasting,1
tonnage,1
hix,1
lifetime,1
township,2
onslow,1
inland,3
quebec,7
m.r-touuage,1
railway,10
v)isnt,1
exposed,2
sold,4
alex-mileage,1
rndei,1
m*ka,1
undersigned,2
notary,1
foi,2
passengers,1
carried,7
residing,1
ofshaw-per,1
freight,3
rallie,1
wile,1
aaid,2
proceeding,1
percent,2
circulation,1
grown,4
inventory,1
elwa-d,1
jk.*r,1
gibbons,1
moveables,1
moveable,1
ettbets,1
wto,1
k-jk,1
cards,1
passing,1
mails,1
in-trade,1
goods,6
merchandises,1
anl,1
imtnoveahh,1
augmented,2
landed,3
properties,1
enten,1
i:i\.-nt.Â»ry,1
duly,1
Ã©ÃªÃª,1
senee,1
alwnre,1
interested,4
dulv,1
foreman,1
roches,1
ter,4
gas,7
electric,2
light,2
headquarters,1
thursday,4
received,7
v-eu,1
incorpore,1
volte,1
electricity,1
usa::i,1
bigger,1
acres,9
selling,1
space,1
employees,3
thpt,1
town,14
merchandise,2
goes,3
sells,1
groceries,1
dry,1
bicycles,1
furniture,3
housefurnishings,1
easier,1
isn't,1
buy,4
biggest,1
markets,2
sell,2
closest,1
margins,1
aggregating,1
small,7
villages,2
appreciate,2
beat,2
tier,1
wneu,1
sucx-ee,1
ied,1
reachinv,1
thp,1
n*:crh,1
breeders,2
ocean,4
reach,4
erotio,1
erratic,1
gen,1
finished,2
began,6
eluding,1
outer,1
cell,1
bourhood,1
hum,1
reemit,1
true,5
fifteen,3
cents,2
dozen,2
barred,1
occasion,2
uors,1
securely,1
padlocking,1
littledale,1
aband,1
causallanlic,1
energy,3
undertook,1
seldom,2
occurrence,1
advice,3
poe,1
bal,1
remov,1
marcft,1
clock,2
fore,2
dilemma,1
ditifi,1
nations,8
cult,1
ambitious,2
self,2
respecting,1
value,4
eff,1
nation,3
call,10
halt,1
lead,3
responsibilities,2
yield,1
standing,3
hewer,1
plenitude,1
comfort,1
uneasy,1
lies,2
drawer,1
rest,3
wears,1
crown,1
elegiblo,1
ploy,1
appear,1
quite,4
absurd,1
helped,4
ordained,1
order,10
irrational,1
things,6
kingdoms,2
civilized,1
cultivated,1
gods,1
consent,1
plough,1
dig,2
alike,1
force,7
dirty,1
exchange,1
begun,1
arm,1
victory,3
practice,2
truth,1
industry,4
frugality,1
ufaciuring,1
naturally,1
avail,2
ire,4
participated,1
quack,1
nostrums,1
cone,1
early,7
manufacturing,3
ear,5
league,1
enemies,1
eer,1
woollens,1
justification,1
fear,1
shadow,2
cottons,1
simi,1
quake,1
multiplied,1
responsibility,1
lar,1
advent,1
seek,1
national,9
policy,3
yorkshire,1
sooh,1
manchester,1
feeble,1
hearted,1
guider,1
tonto,1
sept,2
louder,2
moaned,1
cattle,2
replies,1
voice,1
fine,5
earthly,1
euotsniptibie,1
hypocrisy,1
cnim,1
therefrom,1
japan:usa,4
govern,1
tains,2
teas,2
cadogan,1
salute,1
lit,1
klondyke,1
annex,1
guarantees,1
battery,1
artillery,2
station-will,1
constructed,3
entirely,5
rights,2
phoenix,1
territory,4
case,3
tone,1
staff,2
length,2
friendly,1
ibe,1
lieutenant,1
joined,1
prothond,1
dollar,3
tuesday,3
fought,1
bia,1
guard,3
honor,2
waa,2
furnished,3
spain:usa,3
behalf,2
peace,2
laid,5
ameri,1
cabinet,3
therer,1
upim,1
full,2
diacion,1
czar,1
rias,1
count,3
muravieff,1
imported,3
orth,1
oisif,1
grieves,4
covered,10
bait,1
landscape,1
gardeners,1
ceased,1
flow,2
taw,1
died,3
sight,2
hospital,5
lockjvw,1
shoit,1
cleft,1
illness,1
buggy,3
yards,1
week,16
originally,1
comp,1
misstep,1
struck,2
miracle,1
leg,2
juat,1
knee,1
today,14
steel,1
step,3
considerable,3
cut,5
inflicted,1
desperate,1
poor,4
caused,3
change,3
thinking,1
face,5
trunk,2
rested,1
basswood,1
tree,1
painful,1
wheel,1
are'the,1
remains,3
pedalled,1
basin,1
stone,3
steps,1
complained,2
feeling,1
soreness,1
founder,2
decided,6
symp,1
relics,1
ptoma,1
lockjaw,2
enjoy,3
ssible,1
comfortable,1
entrance,1
causa,1
sense,2
loss,2
steal,1
hearts,3
place,14
dirt,2
entering,3
gone,7
loved,1
ax-the,1
sociations,1
citizen,1
blue,1
canvas,1
apricot,1
silk,1
emperor,1
bodice,1
trimmed,1
extension,1
flowers,4
iv/s,1
kuniah,1
bagdad,1
abqut,1
tower,2
chimed,1
half-past,1
sas-it,1
sora,1
persian,1
gulf,1
slight,1
assistance,3
indian,5
pet,2
attendant,1
carriage,1
enterprising,1
monarch,1
accompanied,2
move,2
un-fiatienberg,1
dowager,1
dertakes,1
southampton,1
attendance,1
entente,1
cordiale,1
lately,1
sealed,1
hen,2
spain,3
jterfeoily,1
capsule,1
hostilities,1
maine,1
operated,2
regular,5
officers,4
crew,1
expense,2
month,7
sick,7
soldiers,9
usa:germany,2
literally,2
straw,2
making,9
blankets,1
panniers,1
boxes,2
kni,1
knacks,1
hats,1
bonnet,1
schools,1
hern,1
founded,3
taught,5
varieties,2
honored,1
owning,1
lawson,1
wh.had,1
nicely,1
rounded,1
oratorical,1
lints,1
by-mm,1
monday,5
btxere,1
style,1
cession,1
members,8
usa::in,2
temiscamingue,1
nipiesing,1
algoma,2
districts,2
contiguous,1
fighting,3
boy,4
anxious,1
adjacent,1
georgian,1
bay,5
route,4
mure,1
splendid,2
effect,3
rebels,1
cape,2
colony,2
cultural,1
lands,3
valley,2
contains,1
superficial,1
area,12
boer,1
papers,3
combined,1
picture,4
immeasurably,1
superior,3
thorn,4
hero,2
sent,8
ness,2
variety,2
resousces,1
elections,2
oyer,1
proportion,2
tyrwhitt,1
health,8
cultivable,1
fertile,2
excellently,1
second,4
contingent,1
watered,1
situated,2
wonder,2
boys,1
occurence,1
minerals,3
timber,1
loon,1
iii,1
earnestly,1
persuade,1
joint,1
interbut,1
refl,1
children,11
sleeping,1
"j,liin",1
field,2
viewed,1
obstructed,1
assembly,3
chamber,1
cortege,1
intervening,1
barn,2
tire,1
gained,1
basilica,1
wealth,1
floral,2
mathosoii,1
block,1
safest,2
best-known,1
working,5
ore,1
bodies,1
opened,3
machinery,1
buildings,9
costing,1
fully,3
liab,1
lities,1
kind,11
dividends,1
hort,1
european,4
capitalists,1
direct,3
believing,1
saving,1
account,1
limited,5
xmas,1
photos,1
ipleasc,1
interesting,5
books,1
inventor,1
help,7
swindled,2
rough,5
sketch,2
model,3
invention,5
free,12
patentable,2
rejected,2
applications,3
successfully,2
prosecuted,2
conduct,2
equipped,2
offices,10
qualifies,1
patents,2
broad,3
references,1
following,5
casons,1
cured,2
hall's,1
usa::thond,1
professor,5
robertson,2
precaution,1
endorsed,1
prevent,3
express,8
juÂ»t,1
tragedy,1
occurred,4
yeater,1
concerning,3
day-authorized,1
inion,1
mentioned,1
prospectus,1
ltry,1
expensive,2
scale,1
economically,2
interests,2
producers,1
poultry,7
recommend,2
farmer's,6
invest,1
usa:usa,7
aomen,1
book,3
inrent,1
lei,1
sppllcations,1
ashington,1
thisqualifies,1
ship,5
cin.e,1
port,5
d.y,1
thhn,1
nineteen,2
jwaways,1
municipality,3
clarendon,3
unrd,1
hoexp,1
advertise,1
notice,4
"given,that",1
eighth,1
induced,1
atta,1
paa,1
vight,1
hud,3
suffice,1
agriculture,6
houses,3
parks,1
schooling,1
signature,2
fondeiiniam,1
flftys,1
globe's,1
popula-words,1
enclosed,1
density,1
going,5
inspect,1
agod,1
dairy,1
clinging,1
places,11
east,3
amherst,1
gate,1
flta,1
centre,3
attraction,1
tics,1
amply,1
teres,1
kod,1
lull,1
airth-rutc,1
fur,3
curiosity,1
ther,1
ground,3
supposing,1
care,4
feed,2
budge,1
cows,2
prepare,1
product,1
birth-rate,2
market,6
nearly,7
ideal,4
sunk,1
low,2
possible,5
est,3
recorded,1
herds,2
living,10
medi,1
viz,1
visit,2
aug,1
works,2
department,8
ordered,3
lanterns,2
pans,1
various,6
parts,9
expected,4
shortly,2
viitoinmiiicuii,1
gneu,1
onion,1
irant,1
bristol,3
flying,2
beckett,1
lanpy,1
i'rove,1
recommendations,1
liverpool,2
gasometer,1
high,7
praise,2
mothers,4
physicians,1
testi,1
ih(j,1
holds,2
france:usa,2
carefully,2
untl,1
c]ay,1
pipc,1
crowded,1
iarg,1
cxt,1
gaarket,1
walked,2
thjs,1
lyons,1
married,1
elbowed,1
departments,2
chestnut,1
nf-down,1
ide,1
match,3
fords,1
homo,2
gtaud,1
counter,1
walk,2
chestnuts,1
introduced,3
saying,2
word,3
sizes,1
distinctive,1
commons,3
hon,3
mellor,2
member,3
lor,2
erby,1
hire,1
presented,2
petition,1
besting,1
protesting,1
attempt,1
tamper,1
a'utory,1
declaration,1
throne,1
peii-ti,1
colonies,1
zealand,6
indies,4
jerusalem,2
ontinent,1
iieland,1
wales,4
baga,1
johnston,1
returned,5
facts,1
african,2
lake,4
russia:usa,3
patron,1
saint,1
doddfs,1
kidney,4
pills,8
confined,2
lono,1
chnrtrand,1
dress,3
monks,1
d/)no,1
agent,1
voices,3
bottle,1
minard's,1
liniment,4
australians,1
zealanders,1
shipped,7
frozen,4
meat,5
exported,1
motherland,1
contribution,2
evidence,2
conclude,1
asleep,1
australasia,1
disadvantages,1
voyage,2
droughts,1
render,1
pastures,1
worthless,1
stripped,1
similar,4
prevailing,1
cutsell,1
tunes,2
worst,2
ignorant,1
cim,1
germany:usa,3
avenues,1
reformed,1
religion,1
cs-from,1
buckingham,1
beaten,1
purely,2
tablislied,1
law,4
gardens,2
inexcble,1
ignorance,1
testimony,2
competent,1
show,5
swamping,1
inflow,1
foreigners,1
pauperism,1
expand,1
dreadful,2
extent,6
driven,3
tofhhihflhi,1
earning,1
hood,1
russian,3
polish,3
jews,4
continental,2
undesirables,1
undermining,1
labor,6
introduction,2
appalling,1
sweat,1
systems,2
endeavoring,1
combat,1
immigation,1
monster,1
paying,2
passages,1
classes,2
wish,2
rid,2
debasement,1
glad,1
advantage,2
meted,1
hordes,1
semi,2
civilised,1
turns,1
deaf,1
compatriots,1
ornament,1
assisting,1
native,2
driving,2
aliens,1
morally,1
physically,1
diseased,2
fraternity,1
raised,1
leave,3
stamboul,1
vet,1
beta,1
duck,2
hns,1
cance,1
rope,1
bent,2
pasturage,1
tablishod,1
proven,1
withstand,1
usage,5
violent,1
bec,1
holidays,2
replace,1
cans,1
spending,1
hundreis,1
chief,1
justice,1
isault,1
avert,1
disasters,1
juitue,1
ihowers,1
forth,2
encour,1
loath,1
guinea,1
pigs,1
inoculated,1
aÂ«surance,1
eorne,1
eye,4
ecalp,1
tuberculosis,4
bacilli,1
separated,1
corporations,1
retirin,1
established,3
popula,1
groups,2
markable,1
repletion,1
central,4
roup,1
treated,4
aented,1
destitute,1
begged,1
repeatedly,1
frequency,1
elec,1
ncal,1
currents,1
car,5
ticket,1
hoapi,1
entry,3
affected,3
ouiin,1
res,3
mat,1
pole,1
fastened,1
zilinski,1
tons,11
cliffoid,1
sifton,1
persist,1
oily,1
iron,3
piste,1
thick,1
jfusad,1
intervene,1
urging,1
p&d,1
pad,1
pig,1
hvmm,1
abases,1
current,1
indue,1
jew,1
minds,1
complainants,1
situa,1
tton,1
animals,3
jewish,3
com-lion,1
acute,1
allowed,1
inunity,1
sprite,1
wse,1
forced,2
tempt,1
fce,1
society,4
investigated,1
